tweet,sentiment
paramo huye de las preguntas sobre si sera el proximo gobernador del banco de espaa pero afirma que mafo debe agotar su mandato.,2
"portada de 'publico', sabado. el paro bate record tras ao y medio de ajustes; spanair ya no vuela. twurl",2
"a lo mejor algun dia nos vamos a dormir con una buena noticia. hoy, desde luego, no.  personas de spanair, al paro",1
"curiosidad del insomne: si con ajustes y reforma laboral anteriores el paro se dispara, por que va a reducirse con mas de lo mismo?",2
muy buenas noches followercetes! twurl,1
sorteare  entradas para el dia  de febrero que pincho en macumba..maana os dire cual sera la prueba os apetece?,-1
"la culpa de todo es de que el mundo no era perfecto cuando yo llegue a el. algo podremos hacer, no?",2
las entrada se dividiran asi: primer premio  entradas segundo premio  entradas y tercer premio  entradas,1
a las  personas con el disfraz mas gracioso que cuelgue su foto en twitter ganara las entradas!! vamos locos a colgar fotoss!!,1
eso comienza ya!!,-1
solo teneis hasta maana a las  de la noche!! luego haremos otra cosita..,-1
amigos vale todo!!de cualquier ao!!,1
buenaas. habra que levantarse.,-1
en tres minutos me activo. estoy pensando desayunar lentejas.,-1
buenos dias a todos! asi amanece madrid: twurl,-1
buenos dias ;-)),1
buenos dias. que frio. camino ya de la tele. esperemos que el dia nos dejes mejores noticias que ayer. en un rato os cuento. besos.,1
mas..imputado en la trama de los ere un alto cargo de grian twurl,2
"buenos dias. que pasaria si un estado quebrara en serio, como spanair o lehman? (se recomienda pensar  veces la respuesta antes de darla).",-1
"eso del deficit  en  me recuerda aquello de hazme casto, dios mio, pero no enseguida :))",2
"una pregunta , si estan imputados todos los directores generales de la junta hasta el actual, como el que los nombra no da la cara?",2
"cumpliremos el , mientras esa sea la cifra comprometida, pero si se cambia, cumpliremos la nueva cifra, mientras se mantenga, claro:))",1
bdias. la pregunta sobre spainair no es por que cierra ahora sino por que la generalitat prolongo su agonia haciendose operador aereo.,2
buenos dias a todos!,-1
"bon dia, buenos dias, desayunando con busi en el estadio. un abrazo",1
"rajoy se carga el plan energetico de extremadura y con el millones de inversion, miles de empleos y la esperanza de esta tierra.",1
"bien harian rajoy y monago en contarnos si tienen algun plan para extremadura o solamente el no al ave, a la energia, a la promocion..",1
"y lo peor de todo es que en una semana nos dejan sin ave, sin vuelos y sin inversiones en energia y la junta se limita a decir que es duro.",2
como esta vendiendo el ministro guinos la marca espaa en davos?. malos tiempos para spain. - twurl,2
buenos dias gente! a pesar de todo ..,-1
"camino de las i jornadascalidad de la ayuda, democracia y desarrollo:retos actuales de la cooperacion espaola en caixaforum os contare.",1
"uy,uy,uy ..polemica en la red por una foto de la hija de hugo chavez twurl",2
"el desempleo masivo es la evidencia del fracaso total del ajuste y las reformas laborales. destruyen actividad, empleo y servicios publicos",2
el ajuste del gobierno psoe y el golpe a la constitucion han traido estas consecuencias. el rajuste sera peor y se sumara a la recesion.,2
el desempleo retrata las diferencias entre las autonomias twurl,-1
la politica energetica del gobierno es la de las compaias electricas. despues de apoyar las nucleares se carga las renovables.,2
que gracioso! chacon recibe el apoyo de de la vega y rubalcaba recurre a gonzalez! titulares neutros que se llama..;)),1
la broma de tratar de hacer de spanair una compaia de bandera les costo a los catalanes  millones de euros. se acabo el sueo nacionalista,2
la recomendacion del sabado (timothy garton ash) twurl,-1
"ya en el tren, ahora un poco de lectura. cita en la cima",-1
mientras la furia se por eso..palestinian fury after player joins israel team twurl,2
"no soy catalan,ayudo a catalanes a ls que quiero.no pido nada a cambio,tengo su afecto. me duele que sus hijos no vean lo que ls suyos les niegan",2
curioso final del azor: subastado hace aos quiso ser restaurante y hotel. pero acabo cogiendo oxido en burgos. os contaremos donde esta.,0
" goldman sachs no solo gestiona la fortuna de romney, tambien es su principal financiador. exclusiva nyt twurl",1
"empezando, con buenas perspectivas y referencias twurl",1
yo tambienlo comparto que no reparan en peligros para salvar vidas.esa es la gentemi solidaridad y tristeza,-1
"para que nosotros tengamos, otros son esclavos. es el mundo que queremos? twurl",-1
"gcias, amigo periodico, orbyt, epn, gintonic's,..contigo el gasto sube el pib rapido!gracias por ser tan cercano en twitter",1
"repesca para rezagados, solo hoy y maana :) no tenia fecha limite la oferta? ay ay las tacticas para acaparar clientes..",1
un ministro de industria m dijo el siglo pasado en su despacho aqui casi siempre mandan las electricas. han vuelto twurl,-1
spanair:  empleos directos en peligro. los empresarios que animaron a la generalitat y ayto. bcn a poner dinero donde estan ahora?,2
noticias descombacantes! esta disponible! twurl,1
"hoy, homenaje a roberto dorado en el circulo de bellas artes. fue un gran trabajador por el socialismo y sabia hacernos reir. un beso, amigo",1
"buenos dias desde milan,feliz sabado para todos twitteros .",1
mons. uriarte dice que las victimas de eta no deben marcar la agenda politica del gobierno. pero el si: acercamiento y perdon. coherencia?,2
lagarde insiste a alemania en que es necesario financiar el cortafuegos. nadie -tampoco alemania- es inmune a la crisis de la eurozona.,0
y para vivir positivamente?entrenar el cerebro para soar solo en positivo ya es posiblehttp://t.co/adknfvw,1
revalorizando el patrimonio inmobiliario. la calle pilar bardem de sevilla se llamara 'nuestra seora de las mercedes' twurl,-1
seguimos . hoy el caso del hotel orfeo con antonio moya. (@ esesa escuela de negocios) twurl,-1
"y si carlos fabra fuera un visionario y viendo lo de spanair creo un aeropuerto sin aviones?, el tema da para tesis doctoral.",1
no os perdais la doble pagina en la que maria peral desmenuza el auto de inculpacion de garzon sobre la pasta de nueva york. espeluznante.,0
sobre elvira. un caso que invita a reflexionar. de nuevo la sociedad civil tiene que hacer lo que le corresponde al estado. twurl,1
"tras la propuesta de ana botella, descubrimos que en pueblos como algar de palancia los vecinos hacen de bibliotecarios o barrenderos.",2
"frio pero precioso! eso si, nos hemos dejado el alma para subir hasta el castillo de heidelberg ! twurl",0
tendran algo que ver sus privilegios fiscales para que euskadi y navarra tengan el paro mas bajo?,2
arrigunaga. cada dia esto esta mas bonito. twurl,1
interesantes jornadas sobre cooperacion internacional organizadas por decide. los odm son un objetivo y una responsabilidad de todos.,1
"quien no aprecia una gran oferta de dinero barato?.bce mario draghi rompe corazones,en otras circustancias ,duros.",2
"el acto en homenaje a roberto dorado en madrid ha sido todo un exito. mi recuerdo hoy a su legado, mas vivo que nunca en el historico psoe.",1
hoy se celebra el dia de la proteccion de datos en europa,1
tiene alguna responsabilidad la generalitat de catalua con lo ocurrido con spanair? que valoracion haceis?,-1
tenia algo que ver la privatizacion del prat con la quiebra de spannair? habia algo detras? se beneficia alguien?,2
"gonzalez se debate entre el creer (rubalcaba) y el querer (chacon). optara por rubalcaba al que, ademas, le unen secretos de estado.",-1
"rosa diez: mientras el gobierno crea que las ccaa son estados soberanos dentro del pais,espaa no saldra de la crisis twurl",2
"sera bueno para tu futuro un  por favor, a ver si asi logro convencer a mis padres de que me dejen suscribirme a orbyt.",1
tragedias como la de la corua hacen valorar aun mas el trabajo de la policia,-1
asi es la 'zona caliente' de los soldados espaoles en afganistanhttp://t.co/iclmy,-1
aqui estoy ohh mexico nunca por muy lejos yo me olvido de ti..mexico mexico  m e por i c o..,1
el mar. como me recarga las pilas..;-)) twurl,1
el obispo de san sebastian dice que las victimas no deben marcar la politica del gobierno,2
uriarte aade que faltan pasos para el final de eta. parece que las victimas no pero el si puede hacer politica.,2
"y mientras, el lehendakari pide a rajoy que reinserte etarras. pero que prisas tiene la gente. por que no piden a eta que entregue las armas?",1
cuantas disculpas deben aun muchos curas vascos por su actitud con las victimas de eta.. cuantos se negaban a atenderlas..,2
me encanta la bso de descubriendo nunca jamas,1
"en el nuevo sorteo esta en juego, y a pedido, la nueva playstation vita ya se pueden anotar! twurl",1
davos.jefe del gobierno autonomo de hong kong:nunca habia tenido tanto miedo como ahora con lo que esta pasando en la eurozona@lbassets,2
shakira fue condecorada hoy en francia caballero de las artes y las letras. para mas informacion: twurl  shakirahq,1
el cierre de spanair es ejemplo del despilfarro en aos..no hay dinero y la gente no lo quiere creer. el papa estado no da para mas.,2
tras el cierre de spanair vendran otras empresas deficitarias que solo subsisten con subvenciones. que preferimos aerolineas o sanidad?,2
orbyt fomenta la felicidad :) convenceme para suscribirme a orbyt. que seas tu en persona quien me de el ultimo empujon.,1
conferencia nacional del p. comunista de cuba. el partido sigue siendo la fuerza rectora de la sociedad cubana. habra gestos de apertura?,2
la suspension a las primas renovables era logico. ahora tendra que llegar la renegociacion ddtarifa. espaa no aguanta ser el  pais mas caro,-1
preparando el congreso y haciendo oposicion:  rajoy fue a ver a merkel y tenemos merkel al cubo . twurl,-1
el coste de la energia es fundamental en el tejido empresarial. la factura de la luz es inasumible por el deficit de tarifa. tendran que ceder.,2
sera como multar al cadaver por el coche funebre. spanair se enfrenta a sanciones de hasta  millones de euros twurl,2
"no es razonable cerrar hospitales y subvencionar renovables. es demagogo, pero es la cruda realidad. ahora estamos en salvar el barco, creo.",2
en el blog: descaradamente a favor de los negocios twurl,-1
descaradamente a favor de los negocios twurl,-1
enhorabuena a los . que en barcelona se movilizan contra los recortes. paremos el ajuste!,-1
en madrid maana desde el supremo a las  en defensa de la memoria y la justicia.,-1
alguien sabe la alineacion del madrid.,-1
que sofocon con el final de descubriendo nunca jamas..,-1
hoy he participado en una pelicula sobre el balance de la invasion de iraq. cientos de miles de muertos y refugiados. la infamia de aznar.,2
hoy los socialistas hemos tributado un emotivo homenaje a roberto dorado. siempre en nuestro recuerdo,1
esta noche cena con los compaeros de iu de castrillon. maana  vuelta a madrid para estar en la manifestacion por la memoria y la justicia,-1
ya va quedando menos para las  y decir a quien le toca las entradas!!,-1
recio se esta convirtiendo en complice tras respaldar al director general imputado twurl,-1
sin palabras me quedo ! twurl,-1
"el psoe hace todos los dias campaa del miedo, pero asustando a la gente no se puede construir el futuro.",2
garzon replica a marchena que ha interpretado de forma sesgada su actividad en la universidad de ny twurl,2
con el club de fans en avila twurl,1
"bueno enfurecidos, me voy con mis compaeros, que ya es hora de tener un poco de amabilidad. parece mentira que hayais ganado las elecciones",-1
"voy a retwitear alguna de vuestras lindezas, a ver si os avergonzais, aunque no lo creo.",-1
acabo de ir a ver j.edgar.no es lo mejor de eastwood,2
en casa con anna preparados para ver el partido!! mucha suerte compaeros! twurl,1
baltasar garzon responde duramente al auto del juez marchena. twurl,2
muy buena peli en cosmo. descalzos por el parque. jane fonda y robert redford (jovencisimos!),1
que bueno es dieguito!!,1
hoy ha quedado clara  cosa: en twitter cada uno hace lo que le parece. como debe ser..buenas noches.,1
hala madrid!!,-1
que bueno es sabina..y su musical! twurl,1
os dejo hasta maana por la maana!! maana a las  dire los ganadores!! abrazos,1
"hola, buenas noches a todos. esta es la portada de hoy,  de enero twurl",1
"sofa, mantita, un poco de tele y con la satisfaccion de haber cumplido todo lo que me propuse el lunes ;-))",1
"visto lo visto hoy,  puntos me parecen pocos. nanit.",-1
"portada de 'publico', domingo. gobierno s.a. los tecnocratas toman el mando; psoe: la recta final. twurl",2
"porque garzon es inocente, diga lo que diga el tribunal supremo, ven a la manifestacion maana en madrid. justicia y memoria .",1
"vuelvo de castrillon, mi tierra.  buena gente y buen gobierno, aunque con la oposicion  de pp, psoe y foro. lo superaremos.",1
"entre la teoria de la relatividad y la mecanica cuantica. me quedo con la teoria de cuerdas, xd",-1
"jo, me ha emocionado ver a mi compaera de los productores silvia haciendolo tan bien!#masdementiras twurl",1
"que feliz me he sentido en el concierto de esta noche, lejos de estar cansado por el viaje desde peru, me he sentido fisicamente muy bien",1
"torres dulce en el bernabeu. cuando lea la trampa te dare mi juicio. duro, de fiscal. acojona. pero su sonrisa es como su apellido",0
muy buenas noches followercetes!#jeffjones twurl,1
"no te gusta en donde te esncuentras? pues muevete,no eres un arbol",2
hoy con las causas y razones de garzon en la plaza de las salesas a las h.,-1
"en el estudio de nuevo, esto es pura adiccion a lo que hago. la msica, esa es mi verdad. buenas noches..",1
"a  dias del congreso del psoe, nervios desatados en la zona rubalcaba, por lo que se ve hoy en su diario amigo",-1
"buenos dias. anoche fiesta de amigos como cuando eramos jovenes. hoy, la triste realidad: ya no somos tan jovenes! peroqnosquitenlobailao!",1
buenos dias a todos! asi amanece madrid: twurl,-1
bdias. espero que os guste mi carta el desguace del azor sobre la trascendencia de las medidas anunciadas por soraya y gallardon.,1
buenos dias a todos.,-1
a que os recuerda la frase de rubalcaba que abre la portada de em?,1
"como es posible que agrupaciones organizadas de personas inteligentes, todavia busquen a  a quien transferir la responsabilidad de liderarles?",2
"la sociedad moderna esta reencontrando en el lider carismatico, el reverso del chivo expiatorio: no culpable de todo, sino salvador de todos.",1
"empearnos en consagrar lideres carismaticos en quien depositar todo el poder, no es compatible con el pensamiento ilustrado. y asi nos va!",-1
que educacion queremos? twurl,1
"no he optado por chacon, ni por rubal. pero me parece indignante el articulo hoy de el pais sobre la compaia de uno, sin hablar de la del otro.",2
cifras que demuestran el fracaso de nuestra educacion twurl,2
ibarra dijo esto hace  dias. hoy dice que por etica personal el votaria a rubalcaba (en la ser) twurl,-1
"sexo,web y cintas de video en iu twurl",-1
"garzon es inocente porque las diferencias de interpretacion no son prevaricacion, los celos profesionales  cohecho, ni los ultras acusacion",0
"la soberbia de los vencedores, la codicia de los corruptos y la envidia profesional, cercan al juez garzon. linchamiento que no justicia.",2
"si una puerta se abre, disfrutad de la ocasion pero quitad los dedos del marco por si se cerrara de manera inesperada. avisados estais.",2
es una venganza politica. en espaa no se puede luchar contra la impunidad y no pasa nada si un juez es patrono del valle de los caidos.,2
"familia de logroo pide ayuda para curar a su hijo. no dinero. tiempo. voluntarios para metodo que permita a diego, autista, sea nio normal",1
buenos dias ;-)),1
"la historia de diego -el nio autista cuyos padres nos piden ayuda, pero no en forma de dinero, sino de tiempo- os la contaremos a las h.",0
en rne una abogada dice que no habia escuchas en el franquismo. manda h..,2
sobre la asistencia personal..  twurl,-1
"cinco mil denuncias a jueces, veinte por prevaricacion y tres le tocan a garzon. un escandalo.",2
"el pp como no triunfa en la economia, va a meter mucha ideologia; ya hemos visto al ministro centrista (gallardon) perfectamente descentrado",2
como la ley roza a veces el esperpento en relacion a la diversidad.. twurl,2
el poema del domingo (guillaume apollinaire) twurl,-1
nombres por decadas twurl,-1
"bravo, rafa.tras ganar este primer set la victoria no es una quimera. se le ve muy fuerte. concluira hoy el ciclo triunfador de djoko?",1
sobre el corporativismo judicial twurl,-1
"que ningun socialista me hable ya de integracion social , ninguno. lean esto  twurl",-1
las criaturas contra la junta twurl,-1
sois conscientes de que hoy es el ultimo dia de la superpromo . de orbyt? no volvera a haber otra hasta que lleguemos a ..,-1
de verdad que es patetico..el alto cargo imputado seguira pilotando las acciones para aclarar el fraude de los ere twurl,2
ayer me dijo una persona por la calle en bilbao: nunca te votare pero siempre te respetare,1
ayer me dijo una persona por la calle en bilbao: nunca te votare pero siempre te respetare,1
"gracias por tu comentario, siempre tan atenta",1
y digo yo: virgilio zapatero da tan buenos consejos como para embolsarse . euros por asistir a los consejos de bankia?. pasmoso,1
rajoy urge a la ue a fijar objetivos mas realistas ante la recesion twurl,2
"sexo, web y cintas de video en iu twurl",-1
he vivido para salvar a mis hijos twurl,1
la juez de los ere andaluces implica al director de trabajo en el fraude twurl,2
el ex director general de los ere salpica otra vez a los exconsejeros twurl seguimos ..,2
twitter contra twitter twurl,-1
la declaracion jurada del capitan palacios (division azul) ve la luz hoy despues de  aos. en gaceta. donde sino?,2
"en china, los costes humanos estan incorporados en un ipad twurl",-1
me hago un ibook? twurl,-1
noticias descombacantes! esta disponible! twurl,1
el falso culpable del 'madonnaleaks' twurl,2
quedan  min para saber los ganadores,-1
los ganadores de las entradas para macumba que han mandado la foto disfrazadas,-1
el colapso de spanair deja en el aire deudas por mas de  millones twurl,2
vida low cost - las mejores aplicaciones para llegar a fin de mes twurl,1
muere el expresidente de la republica italiana oscar luigi (efe),2
vida low cost - cual es la ciudad europea mas 'low cost'? twurl,-1
diez trucos para ahorrar en el recibo de la luz twurl,-1
"estoy contigo , la bomba cada dia me reafirmo mas en que esta es la historia de ali baba y los  ladrones",1
los smartphones se van de pinchos  twurl,-1
queria decir sub gobernador del bde..,-1
bienvenida estabilidad presupuestaria twurl,1
hay que mandar una foto con algun disfraz gracioso. se daran  entradas al primero  al segundo y  al tercero,1
"el comic, mercado emergente twurl",-1
valores que sealaran la salida de la crisis twurl,2
y solo quedan  minutos..,-1
"en la cuesta de moyano de madrid puedes pasear/tomar el sol, comprar un par de libros y mantener un debate abierto sobre renovacion del psoe.",1
el corte ingles va mas alla en su 'dia sin iva'  twurl,-1
esta tarde voy a ver a mi admirada y querida ma teresa campos!!;) que tiempo tan feliz lallalalallallalraralara..;)),1
mercadona saca partido del furor por el champu de caballo  twurl,-1
hacienda da oxigeno a las pymes al mejorar la fiscalidad de la reinversion  twurl,1
ahorrar mientras chateas twurl,-1
ayer termine tardisimo los ensayos.. todo va tomando forma! os deseo un buen domingo!abrazo!;-),1
el tesoro de las tecnologicas se dispara desde el inicio de la crisis  twurl,0
facebook genera . empleos directos en espaa twurl,-1
"no os lo perdais:guillermo fesser entrevista a javier romaach,del foro vida independiente  twurl",1
y ahi van los ganadores! subire las fotos de los ganadores y dejare un email donde teneis que mandar vuestro nombre para poneroe en lista,1
disney llega a repsol twurl,-1
el 'cuco' rechaza pagar la indemnizacion por el coste de la busqueda del cuerpo de marta twurl,2
preciosas pero dan hasta miedo dejan el cielo verde!! auroras boreales anoche en canada twurl via el universo hoy,2
messi lanzando dardos a los arbitros es sintoma claro del dao que ha hecho al barca el empate de ayer. adios a la liga?,0
ya teneis los ganadores!! aqui os dejo el email donde enviar vuestros nombres y apellidos!! eventosriver@hotmail.es,-1
para no perderse este videohttp://t.co/ztffbxad,-1
articulo de el pais en el que se nos cuenta que es eso de psoe s.a.  twurl,-1
que decepcion este final del segundo set despues de la doble falta y el break de rafa. es clave el comienzo del tercero. menudo duelo.,2
los ganadores mandar vuestros nombres a eventosriver@hotmail.es,1
aqui os dejo el flyer donde pone donde se puede comprar entradas!! twurl,-1
: se puede ser mas cruel? en valencia han esparcido cebo de carne con alfileres para asesinar perros twurl,2
"quien le paga a chacon las transmisiones via satelite de sus mitines? muy fuerte, muy fuerte.. twurl",2
de que cosas tiene la politica o como un enemigo comun puede convertir en aliadas a dos mujeres que no se soportaban..,2
que poco me gusta el cariz de este tercer set.,1
maana lunes hemos convocado una cumbre judicial en la delegacion de gobierno twurl,-1
"en la pugna rubalcaba/chacon,cherchez l'argent!",-1
"gobierno de espaa, s. a. twurl",-1
la farsa. versos de luis garcia montero al final de la marcha contra la impunidad del franquismo. twurl,-1
"portar armas no es ya de por si una forma de utilizarlas? rufi asegura que 'aunque eta porte armas, no las utilizara' twurl",2
"felipe gonzalez: por coherencia, y lo que digo no va contra nadie; creo en lo que hago y hago lo que creo",-1
"en canalejas con garzon, la memoria y la justicia . manifestacion de indignacion.",2
"son malos meses, dias y horas para la justicia. verdad, reparacion e historia . l. garcia montero",0
"garzon amigo, el pueblo esta contigo! se grita.",2
"machado en la voz de sacristan, en la manifestacion.",-1
"ayy que se cae , que se caee se cayo! twurl",2
" os recomiendo expo grafistas. diseno grafico espanol -. en museo artes decorativas. renau, artigas, cirici, huguet, santamaria..",1
" giralt, prieto, daniel gil, cruz novillo, pla-narbona.. mucho de lo que se hace ahora ya estaba ahi",-1
que inoportuna la interrupcion por la lluvia despues de la formidable remontada del -. esta mas que dificil pero rafa es capaz de todo.,0
ultimas  horas para la superpromo orbyt .. habra otras promos pero no a estos precios. animaros los rezagados.,1
twurl os aviso estas contrataciones son mentira! y mis abogados ya estan manos a la obra que cara mas dura tien la gente,-1
"que emocionante, que impresionante. animo, rafa, a por el quinto set!!",1
ha empezado a sonar de fondo mandela day.. una buena seal.. vaamos rafa..,1
nadal no puede ser de este planeta!! espectacular. vamoss rafa!!,1
san antonio abad recorre trigueros mientras sus fieles lanzan cientos de kilos de comida. la crisis ha convertido los jamones en paletillas,-1
la la decide retirar a observadores en siria y rusia seala esta a favor de enviar mas observadores.discusiones un se movera algo?.,2
maravilloso break de rafa. el milagro en la punta de su raqueta.,1
"perversa paradoja: las hojas de reclamaciones de spanair las mandan por correo aereo. es decir, nunca.",2
uff que noveno juego!!,-1
nadaal.. ( perdon),-1
la final del open de australia entre nadal y djokovic ya es la mas larga de la historia del torneo (efe),1
hasta aqui podriamos llegar!! twurl via el mundo,-1
graandiosoo.. perdon por los gritos..,-1
bola de partido..,-1
orgullosos de nadal!.,1
rafa ha luchado hasta el final. ha caido con gloria. dulce et decorum est pro patria mori.,-1
rafa nadal es el claro ejemplo de deportista que no necesita ganar para demostrar que es excepcional. bravo nadal!!,1
"algun dia contaremos a nuestros nietos que vimos aquella mitica final de australia, en la que no jugaron tenistas, sino gladiadores. bravo!",1
y en teledeporte balonmano.. que tarde!,-1
nadal tira del sentido del humor en su saludo.. buenos dias. y felicita a djokovic por la victoria en un partido memorable. ovacion.,1
hoy es un dia especial porque ha nacido el proyecto ww.kiddytop.comgracias a todos los que me habeis ayudado. es vuestro.,1
pero que poco me gusta djokovic xd!,1
"en esta terracita hoy mirando al mar, se esta de maravilla (@ l' aduana) [pic]: twurl",-1
estrafalario. nuevos versos de joaquin sabina. twurl,1
"madrid, cuatro puntos menos de paro: la tasa de paro en espaa es del ,% y en madrid del ,%, segun la epa.. twurl",2
"a  dias del congreso, la palabra la tienen los militantes a traves de sus delegados. rbcb les ha mandado una carta. twurl",-1
los compaeros de la plataforma de apoyo de valladolid han lanzado este video de rubalcaba con fundamento. twurl,1
la comunidad destina mas de siete millones en ayudas a deportistas y clubes este ao twurl,-1
esta tarde esta twitter como una balsa de aceite. muy bien pero cuando arde me divierto mas.. ;)),1
en el borriquito (@ paseo del parque) [pic]: twurl,-1
"qe dices risto ablamee creo que la ablacion esta prohibida en espaa, pero si insistes..",2
en periodistas : twitter: censura nacional y derechos universales twurl,2
el misterio de xisca en el vibrante partido entre nole y nadal twurl,1
"pues a mi me ha gustado saber que no solo rubalcaba, sino tambien chacon, tiene un entorno influyente.",1
la policia recibe mas de  avisos en  horas en la 'tweetredada' - twurl,-1
tiempo mas estable este lunes salvo en el norte peninsular y baleares - twurl,-1
maana a las  respondere a las preguntas de los lectores de publico. puedes mandar la tuya aqui: twurl,-1
merece la pena leer a manuel vicent. esta vez con' los nietos' sobre la memoria.,-1
"a pesar de la derrota frente a djokovic, nadal sigue siendo el tenista mas grande de nuestra historia. y el unico que puede ganar al serbio",1
la cultura es una comedia que solo deberiamos tomarnos en serio cuando produce inquietud.,2
el pais publica hoy un durisimo articulo contra chacon. twurl lo critican hasta colaboradores del diario twurl,2
hoy estoy algo decepcionado: desde  todos los dias compre el pais. hoy leo un articulo sobre cchacon innecesario y sectario. triste.,2
"la remuneracion de los miembros del consejo de bankia es un escandalo,  como las de la mayor parte de la banca y empresas cotizadas.",0
los rebeldes ya combaten en las calles de damasco. asad acorralado. habra bao de sangre que hara la ue?,2
no os parece fuertisimo lo que cuenta em de los sueldos de medio millon de  del comunista moral santin y otros politicos en bankia?,2
esta noche cena la ejecutiva del psoe en ferraz (rubalcaba y chacon tambien asistiran) dara zapatero alguna seal sobre su candidato?,-1
el zapaterismo se agrupa en torno a chacon. rubalcaba es el continuador del felipismo. psoe viejo y derrotado frente a otro aun desdibujado,2
"si ademas la caja, banco o empresa en cuestion, recibe dinero publico, es una grave  responsabilidad del gobierno que lo permite.",2
donde queda la tan proclamada como ignorada responsabilidad social de la empresa. recorta  plantilla mientras da retribuciones de escandalo.,2
hoy es uno de esos dias en los que me gustaria ser mortadelo para colarme en la ramon rubial de ferraz. soy un cactus.,-1
. el aborto no es un derecho .el nasciturus tiene derecho a nacer .el aborto no puede estar en catalogo prestaciones ss,0
.ley de proteccion integral de la maternidad .reconocimiento legal de ls derechos del padre del nasciturus,-1
"la decision del pp en renovables de ayer, es para extremadura, en el mejor escenario, una perdida de . m de inversion y . empleos.",1
"en  un mes de gobierno del pp, tres grandes noticias para extremadura. el ave vuela, los vuelos vuelan y la energia renovable  vuela.",-1
maana explicaremos lo que representa para extremadura la decision del gobierno en materia de renovables. le consultaron a la junta?,-1
sin piedad.. goya toledo y elena anaya deslumbran frente al desastre de cayetana guillen cuervo twurl,2
crees de verdad que justin te va a contestar ?? te lo juro por los jonas brothers.,1
crimenes (economicos) contra la humanidad. interesante. twurl,-1
"bueno cuando citan.. hahaha es verdad, son estupendos! esta noche vuelve la mejor tertulia de la radio espaola",1
"no os parece fortisimo que los lideres sindicales se movilicen para defender al juez que recaudo , millones entre sus investigados?",-1
"como diria miguel barroso, hoy en ep, a cuenta de la candidata chacon, han abordado un asunto sensible. inspirado por alfredo y su grupo",-1
os estan llegando igual que a mi cientos de dm en ingles con un enlace?,-1
y ante esto todo superlativo es pequeo. la generalitat quiere pagar la traduccion al catalan de los pleitos en madrid twurl,2
"a ver si termino de enterarme: los sindicatos no se movilizan por  millones de parados, pero si por garzon? que cosas hay que ver!",2
"ojo que ya solo quedan  horas de la superpromo de orbyt. pronto habra novedades que os obligaran a suscribiros, solo que mas caro.",2
"garzon alienta una manifestacion que llama prevaricador al supremo. para garzon, el es la justicia. el y solo el. y a que precio, oiga!",2
"hoy toca cine. j. edgar, de clint eastwood. la historia del hombre que estuvo al frente del fbi durante  aos. prometedora.",-1
no me quiero imaginar lo que ha sufrido el encargado de protocolo para colocar a los invitados en la cena del psoe..,2
creo en ti cada maana aunque a veces tu no creas nada luz,2
"son malos tiempos para la justicia,  por luis garcia montero. la toga sucia y el culpable limpio.  twurl",2
si sois los mismo! ..moreno pide no confundir al que ha denunciado la corrupcion con quien la ha protagonizadotwurl,2
el sas comunica a las farmacias que no puede pagar sus facturas  twurl esto que son recortes? no me lo puede creer..,2
"proponemos y aplicamos la exclusividad del sueldo de diputado,y defendemos la limitacion de retribucion de  banqueros con ayudas publicas.",2
esta tia es una maquina!! twlaugh para que os riais un poco!;-) twurl,1
gracias por las felicitaciones que me haceis llegar por esto de hacerse mayor. os deseo toda la humanidad y la dignidad del mundo.,1
"sarkozy sube el iva. ya tiene mas argumentos rajoy si finalmente lo hace el. yo no queria, pero..",2
vamos que nos vamos..,-1
"muy recomendable para los amantes del buen cine independiente norte-americano la ultima pelicula de clooney, los descendientes",1
espectacular.  gran foto. twurl,1
cascos suprime el cheque bebe en asturias antes de implantarlo. lo ha anunciado hoy domingo su consejera de bienestar social.,2
sarkozy anuncia subida de impuestos en tv. bien porque se somete a las preguntas de los periodistas pero no es un anuncio para el parlamento?,2
los recortes y subidas de impuestos de sarkozy mejoraran el diferencial de la deuda francesa. empeorara a la espaola?,2
"nuevas medidas de sarkozy. la tasa sobre las transacciones financieras  sera del ,%  twurl",-1
iran organiza una visita guiada a los observadores de la agencia que supervisa los acuerdos nucleares. cuantas puertas estaran cerradas?,-1
"entra en orbyt.es. te quedan un par de horas aun podemos suscribirnos a la oferta? si es asi, de que modo? gracias",1
"la manifestacion de hoy ha sido lamentable. la ley es igual para todos sin excepciones. sea cual sea su causa, nadie esta por encima de la ley",0
que os parecen estas leidas? sarkozy sube el iva para financiar la proteccion social y crea una tasa financiera twurl,2
"tras recortes la consejera de cascos de bienestar social puede ser de malestar social. y baez, ministra de desempleo e inseguridad social",2
sarkozy va de estadista reformador. lo de hoy quiza lo pague en las urnas. solo le ha faltado el me cueste lo que me cueste de zp,2
vas demasiado rapido o eres muy rapida?,1
que grande es!! twurl guapa!!;),1
mas que preocupante!!.el gobierno de los jueces twurl,2
luis gomez miente en el pais al afirmar que en extremadura ibarra y yo en los congresos nos dimos caa. me duele que les valga la mentira.,2
"que bonita inciativa la de help-portrait con el pueblo de lorca, felicidades.",1
impresionada con la gente que he tenido el placer de conocer a traves de twitter.personas extraordinarias que de otra forma hubiera sido imposible,2
en  hubo . expedientes de regulacion de empleo que dejaron sin trabajo a . trabajadores. y siguen con los inutiles recortes.,2
a ver que tal esta esta peli (watching no es tan facil) twurl,1
